Target Distance: 1000, Step Size: 10
5985 (x, y) = (472.219, -339.797)
5986 (x, y) = (462.22, -339.886)
5987 (x, y) = (453.381, -335.209)
5988 (x, y) = (456.047, -325.571)
5989 (x, y) = (458.457, -335.276)
5990 (x, y) = (462.779, -326.258)
5991 (x, y) = (457.301, -317.892)
5992 (x, y) = (450.121, -310.931)
5993 (x, y) = (448.057, -320.716)
5994 (x, y) = (454.922, -327.987)
5995 (x, y) = (454.524, -337.979)
5996 (x, y) = (446.382, -332.173)
5997 (x, y) = (454.914, -337.389)
5998 (x, y) = (462.155, -344.285)
5999 (x, y) = (463.083, -354.242)
6000 (x, y) = (471.616, -359.458)
6001 (x, y) = (479.909, -365.045)
6002 (x, y) = (483.25, -374.471)
6003 (x, y) = (492.775, -377.518)
6004 (x, y) = (482.806, -378.314)
6005 (x, y) = (473.732, -374.113)
6006 (x, y) = (463.858, -375.699)
6007 (x, y) = (472.436, -370.559)
6008 (x, y) = (482.193, -368.364)
6009 (x, y) = (480.65, -378.245)
6010 (x, y) = (490.625, -377.537)
6011 (x, y) = (499.248, -382.601)
6012 (x, y) = (492.712, -390.169)
6013 (x, y) = (486.379, -382.43)
6014 (x, y) = (489.553, -391.913)
6015 (x, y) = (481.411, -386.107)
6016 (x, y) = (487.947, -378.539)
6017 (x, y) = (478.321, -375.83)
6018 (x, y) = (485.802, -382.466)
6019 (x, y) = (495.404, -385.26)
6020 (x, y) = (487.16, -379.599)
6021 (x, y) = (482.366, -370.824)
6022 (x, y) = (472.522, -372.584)
6023 (x, y) = (478.073, -380.902)
6024 (x, y) = (482.633, -389.802)
6025 (x, y) = (491.631, -385.44)
6026 (x, y) = (490.527, -395.379)
6027 (x, y) = (500.427, -393.968)
6028 (x, y) = (493.891, -401.536)
6029 (x, y) = (501.981, -407.414)
6030 (x, y) = (493.891, -413.291)
6031 (x, y) = (502.134, -407.63)
6032 (x, y) = (511.736, -410.425)
6033 (x, y) = (501.961, -412.533)
6034 (x, y) = (511.401, -409.233)
6035 (x, y) = (507.159, -418.289)
6036 (x, y) = (514.756, -411.786)
6037 (x, y) = (511.083, -421.087)
6038 (x, y) = (517.278, -413.237)
6039 (x, y) = (508.7, -408.097)
6040 (x, y) = (510.765, -417.882)
6041 (x, y) = (503.343, -411.179)
6042 (x, y) = (502.768, -421.163)
6043 (x, y) = (504.833, -430.947)
6044 (x, y) = (509.782, -422.258)
6045 (x, y) = (519.78, -422.081)
6046 (x, y) = (519.383, -432.073)
6047 (x, y) = (521.012, -422.206)
6048 (x, y) = (524.102, -412.696)
6049 (x, y) = (514.785, -409.064)
6050 (x, y) = (524.613, -407.216)
6051 (x, y) = (532.435, -400.986)
6052 (x, y) = (541.986, -398.023)
6053 (x, y) = (536.508, -389.656)
6054 (x, y) = (546.158, -392.28)
6055 (x, y) = (546.025, -382.281)
6056 (x, y) = (548.946, -372.717)
6057 (x, y) = (557.945, -368.355)
6058 (x, y) = (548.25, -370.808)
6059 (x, y) = (549.793, -380.688)
6060 (x, y) = (550.809, -370.74)
6061 (x, y) = (558.11, -363.907)
6062 (x, y) = (557.094, -353.959)
6063 (x, y) = (552.614, -345.019)
6064 (x, y) = (561.688, -340.817)
6065 (x, y) = (569.399, -334.45)
6066 (x, y) = (578.196, -339.205)
6067 (x, y) = (575.022, -348.688)
6068 (x, y) = (584.797, -350.796)
6069 (x, y) = (594.237, -347.496)
6070 (x, y) = (587.245, -354.645)
6071 (x, y) = (596.594, -358.194)
6072 (x, y) = (586.818, -360.302)
6073 (x, y) = (579.397, -353.6)
6074 (x, y) = (587.64, -347.939)
6075 (x, y) = (591.801, -338.846)
6076 (x, y) = (581.889, -340.17)
6077 (x, y) = (572.365, -343.218)
6078 (x, y) = (563.787, -338.078)
6079 (x, y) = (573.523, -340.359)
6080 (x, y) = (583.423, -338.947)
6081 (x, y) = (581.793, -329.081)
6082 (x, y) = (574.738, -321.994)
6083 (x, y) = (564.77, -322.79)
6084 (x, y) = (568.85, -313.66)
6085 (x, y) = (573.252, -322.64)
6086 (x, y) = (578.58, -331.102)
6087 (x, y) = (587.46, -335.701)
6088 (x, y) = (591.379, -326.5)
6089 (x, y) = (600.49, -322.379)
6090 (x, y) = (594.576, -314.315)
6091 (x, y) = (602.287, -307.947)
6092 (x, y) = (610.48, -313.681)
6093 (x, y) = (605.152, -322.143)
6094 (x, y) = (612.974, -315.913)
6095 (x, y) = (607.796, -324.468)
6096 (x, y) = (604.622, -333.951)
6097 (x, y) = (602.041, -343.612)
6098 (x, y) = (598.7, -353.037)
6099 (x, y) = (598.302, -363.03)
6100 (x, y) = (589.463, -358.352)
6101 (x, y) = (599.274, -360.287)
6102 (x, y) = (607.986, -365.197)
6103 (x, y) = (612.702, -374.015)
6104 (x, y) = (616.127, -364.62)
6105 (x, y) = (623.723, -358.116)
6106 (x, y) = (614.122, -360.911)
6107 (x, y) = (618.602, -351.971)
6108 (x, y) = (621.692, -342.46)
6109 (x, y) = (621.382, -332.465)
6110 (x, y) = (611.397, -331.934)
6111 (x, y) = (603.412, -337.955)
6112 (x, y) = (612.292, -342.553)
6113 (x, y) = (609.286, -352.091)
6114 (x, y) = (617.479, -357.825)
6115 (x, y) = (614.138, -367.25)
6116 (x, y) = (613.651, -357.262)
6117 (x, y) = (603.683, -358.057)
6118 (x, y) = (595.751, -351.967)
6119 (x, y) = (605.353, -354.761)
6120 (x, y) = (598.952, -362.444)
6121 (x, y) = (607.575, -367.507)
6122 (x, y) = (616.686, -363.386)
6123 (x, y) = (610.285, -371.068)
6124 (x, y) = (603.044, -377.965)
6125 (x, y) = (595.742, -371.133)
6126 (x, y) = (585.83, -372.457)
6127 (x, y) = (594.904, -368.255)
6128 (x, y) = (585.407, -365.123)
6129 (x, y) = (585.098, -355.128)
6130 (x, y) = (575.286, -357.063)
6131 (x, y) = (568.169, -364.087)
6132 (x, y) = (573.27, -355.486)
6133 (x, y) = (577.108, -364.721)
6134 (x, y) = (587.107, -364.809)
6135 (x, y) = (596.359, -361.012)
6136 (x, y) = (606.203, -362.773)
6137 (x, y) = (614.957, -357.94)
6138 (x, y) = (619.751, -349.164)
6139 (x, y) = (609.798, -350.136)
6140 (x, y) = (601.456, -344.622)
6141 (x, y) = (595.542, -336.558)
6142 (x, y) = (588.742, -329.226)
6143 (x, y) = (585.991, -338.84)
6144 (x, y) = (588.657, -329.202)
6145 (x, y) = (590.548, -339.022)
6146 (x, y) = (593.044, -329.338)
6147 (x, y) = (587.64, -320.923)
6148 (x, y) = (597.626, -320.393)
6149 (x, y) = (607.587, -319.509)
6150 (x, y) = (610.508, -309.945)
6151 (x, y) = (618.947, -315.31)
6152 (x, y) = (625.483, -307.742)
6153 (x, y) = (621.161, -298.724)
6154 (x, y) = (611.249, -300.048)
6155 (x, y) = (604.713, -307.616)
6156 (x, y) = (595.063, -310.24)
6157 (x, y) = (586.82, -304.579)
6158 (x, y) = (596.613, -302.558)
6159 (x, y) = (597.453, -292.593)
6160 (x, y) = (591.976, -284.227)
6161 (x, y) = (601.976, -284.227)
6162 (x, y) = (601.224, -294.198)
6163 (x, y) = (611.205, -294.817)
6164 (x, y) = (601.261, -293.757)
6165 (x, y) = (594.592, -286.306)
6166 (x, y) = (585.307, -290.021)
6167 (x, y) = (580.436, -298.754)
6168 (x, y) = (588.473, -292.804)
6169 (x, y) = (598.301, -290.957)
6170 (x, y) = (593.276, -299.602)
6171 (x, y) = (583.417, -297.929)
6172 (x, y) = (575.173, -292.268)
6173 (x, y) = (575.483, -282.273)
6174 (x, y) = (565.624, -280.599)
6175 (x, y) = (570.572, -271.91)
6176 (x, y) = (580.496, -270.674)
6177 (x, y) = (578.779, -280.525)
6178 (x, y) = (573.154, -272.257)
6179 (x, y) = (577.476, -263.239)
6180 (x, y) = (572.45, -271.885)
6181 (x, y) = (582.441, -272.327)
6182 (x, y) = (572.444, -272.592)
6183 (x, y) = (564.733, -266.225)
6184 (x, y) = (560.896, -275.459)
6185 (x, y) = (554.293, -282.969)
6186 (x, y) = (562.004, -276.602)
6187 (x, y) = (552.036, -277.398)
6188 (x, y) = (558.836, -270.066)
6189 (x, y) = (562.094, -260.611)
6190 (x, y) = (554.792, -253.779)
6191 (x, y) = (564.767, -253.071)
6192 (x, y) = (573.726, -257.512)
6193 (x, y) = (582.02, -263.1)
6194 (x, y) = (572.034, -262.569)
6195 (x, y) = (570.842, -252.64)
6196 (x, y) = (579.374, -257.856)
6197 (x, y) = (573.971, -249.441)
6198 (x, y) = (580.096, -257.346)
6199 (x, y) = (570.628, -260.562)
6200 (x, y) = (561.668, -265.003)
6201 (x, y) = (566.617, -256.313)
6202 (x, y) = (573.153, -248.745)
6203 (x, y) = (575.477, -239.019)
6204 (x, y) = (566.259, -242.897)
6205 (x, y) = (556.633, -240.188)
6206 (x, y) = (557.561, -250.145)
6207 (x, y) = (567.536, -249.437)
6208 (x, y) = (559.659, -255.598)
6209 (x, y) = (551.892, -261.897)
6210 (x, y) = (553.696, -252.061)
6211 (x, y) = (560.814, -259.085)
6212 (x, y) = (570.814, -259.085)
6213 (x, y) = (580.391, -261.963)
6214 (x, y) = (585.185, -253.188)
6215 (x, y) = (594.024, -248.51)
6216 (x, y) = (594.687, -238.532)
6217 (x, y) = (599.403, -247.35)
6218 (x, y) = (609.337, -248.498)
6219 (x, y) = (599.736, -251.292)
6220 (x, y) = (597.155, -260.953)
6221 (x, y) = (604.396, -267.85)
6222 (x, y) = (612.106, -261.483)
6223 (x, y) = (602.233, -263.069)
6224 (x, y) = (606.635, -272.048)
6225 (x, y) = (605.971, -262.07)
6226 (x, y) = (612.964, -269.219)
6227 (x, y) = (622.111, -273.259)
6228 (x, y) = (615.442, -265.808)
6229 (x, y) = (623.479, -259.859)
6230 (x, y) = (617.215, -267.653)
6231 (x, y) = (627.026, -269.588)
6232 (x, y) = (620.291, -276.98)
6233 (x, y) = (627.713, -270.278)
6234 (x, y) = (623.551, -261.185)
6235 (x, y) = (632.348, -265.94)
6236 (x, y) = (624.694, -272.376)
6237 (x, y) = (628.775, -263.246)
6238 (x, y) = (634.831, -255.288)
6239 (x, y) = (625.719, -251.167)
6240 (x, y) = (632.712, -258.315)
6241 (x, y) = (628.712, -267.481)
6242 (x, y) = (634.115, -259.066)
6243 (x, y) = (629.243, -267.799)
6244 (x, y) = (619.667, -270.678)
6245 (x, y) = (611.735, -264.588)
6246 (x, y) = (601.767, -265.383)
6247 (x, y) = (595.642, -273.288)
6248 (x, y) = (588.34, -266.455)
6249 (x, y) = (587.942, -276.447)
6250 (x, y) = (592.814, -285.18)
6251 (x, y) = (583.434, -281.714)
6252 (x, y) = (578.031, -290.129)
6253 (x, y) = (583.655, -281.861)
6254 (x, y) = (591.077, -275.158)
6255 (x, y) = (596.102, -283.804)
6256 (x, y) = (601.579, -275.437)
6257 (x, y) = (611.205, -272.728)
6258 (x, y) = (620.981, -274.835)
6259 (x, y) = (629.604, -279.899)
6260 (x, y) = (621.118, -274.608)
6261 (x, y) = (620.455, -264.63)
6262 (x, y) = (629.865, -268.013)
6263 (x, y) = (632.189, -258.287)
6264 (x, y) = (623.611, -253.147)
6265 (x, y) = (613.65, -252.264)
6266 (x, y) = (603.651, -252.087)
6267 (x, y) = (607.325, -261.388)
6268 (x, y) = (601.774, -269.706)
6269 (x, y) = (608.107, -261.967)
6270 (x, y) = (601.178, -254.756)
6271 (x, y) = (605.096, -245.556)
6272 (x, y) = (615.082, -245.025)
6273 (x, y) = (624.994, -246.349)
6274 (x, y) = (615.368, -243.64)
6275 (x, y) = (621.905, -236.072)
6276 (x, y) = (613.282, -241.135)
6277 (x, y) = (609.2, -232.006)
6278 (x, y) = (607.049, -222.24)
6279 (x, y) = (608.94, -232.06)
6280 (x, y) = (610.395, -222.166)
6281 (x, y) = (603.595, -214.834)
6282 (x, y) = (613.548, -215.806)
6283 (x, y) = (610.206, -225.231)
6284 (x, y) = (606.287, -216.031)
6285 (x, y) = (597.25, -220.313)
6286 (x, y) = (587.81, -217.013)
6287 (x, y) = (596.809, -212.652)
6288 (x, y) = (591.707, -204.051)
6289 (x, y) = (591.132, -214.035)
6290 (x, y) = (598.125, -221.183)
6291 (x, y) = (592.211, -213.119)
6292 (x, y) = (583.968, -207.459)
6293 (x, y) = (593.812, -209.219)
6294 (x, y) = (583.9, -210.543)
6295 (x, y) = (589.303, -202.128)
6296 (x, y) = (594.328, -210.774)
6297 (x, y) = (601.063, -218.165)
6298 (x, y) = (598.227, -227.755)
6299 (x, y) = (591.826, -235.437)
6300 (x, y) = (588.735, -225.927)
6301 (x, y) = (597.221, -220.636)
6302 (x, y) = (589.74, -227.272)
6303 (x, y) = (599.73, -227.714)
6304 (x, y) = (594.18, -236.032)
6305 (x, y) = (585.602, -230.892)
6306 (x, y) = (585.646, -240.892)
6307 (x, y) = (588.227, -250.553)
6308 (x, y) = (596.666, -255.919)
6309 (x, y) = (587.706, -260.36)
6310 (x, y) = (580.109, -253.857)
6311 (x, y) = (582.946, -263.446)
6312 (x, y) = (588.859, -255.382)
6313 (x, y) = (597.052, -261.116)
6314 (x, y) = (590.449, -268.626)
6315 (x, y) = (590.051, -278.618)
6316 (x, y) = (582.512, -272.048)
6317 (x, y) = (589.377, -279.32)
6318 (x, y) = (599.093, -276.953)
6319 (x, y) = (592.423, -269.502)
6320 (x, y) = (595.681, -260.047)
6321 (x, y) = (598.177, -250.364)
6322 (x, y) = (595.003, -259.847)
6323 (x, y) = (585.718, -263.561)
6324 (x, y) = (591.703, -271.572)
6325 (x, y) = (598.24, -279.14)
6326 (x, y) = (589.28, -283.581)
6327 (x, y) = (585.525, -274.313)
6328 (x, y) = (590.163, -265.454)
6329 (x, y) = (591.617, -255.56)
6330 (x, y) = (601.561, -254.5)
6331 (x, y) = (596.845, -263.318)
6332 (x, y) = (586.945, -261.907)
6333 (x, y) = (579.704, -268.804)
6334 (x, y) = (578.688, -258.855)
6335 (x, y) = (578.644, -268.855)
6336 (x, y) = (569.805, -264.178)
6337 (x, y) = (559.824, -264.797)
6338 (x, y) = (561.104, -274.715)
6339 (x, y) = (565.976, -283.448)
6340 (x, y) = (570.456, -274.508)
6341 (x, y) = (561.458, -270.147)
6342 (x, y) = (555.193, -277.941)
6343 (x, y) = (546.046, -281.982)
6344 (x, y) = (536.469, -284.861)
6345 (x, y) = (545.754, -288.575)
6346 (x, y) = (546.063, -278.58)
6347 (x, y) = (538.132, -272.489)
6348 (x, y) = (541.64, -281.854)
6349 (x, y) = (534.043, -275.351)
6350 (x, y) = (527.374, -267.9)
6351 (x, y) = (517.877, -264.768)
6352 (x, y) = (527.503, -262.058)
6353 (x, y) = (525.961, -271.939)
6354 (x, y) = (535.587, -269.229)
6355 (x, y) = (545.446, -267.556)
6356 (x, y) = (541.773, -276.857)
6357 (x, y) = (543.75, -267.055)
6358 (x, y) = (533.817, -268.203)
6359 (x, y) = (531.065, -277.817)
6360 (x, y) = (526.506, -286.717)
6361 (x, y) = (536.262, -284.522)
6362 (x, y) = (526.468, -282.501)
6363 (x, y) = (536.443, -281.793)
6364 (x, y) = (530.179, -289.588)
6365 (x, y) = (526.588, -280.255)
6366 (x, y) = (516.938, -282.879)
6367 (x, y) = (525.329, -288.319)
6368 (x, y) = (522.92, -298.024)
6369 (x, y) = (515.38, -291.455)
6370 (x, y) = (505.394, -290.924)
6371 (x, y) = (508.231, -300.513)
6372 (x, y) = (511.986, -291.245)
6373 (x, y) = (502.113, -292.831)
6374 (x, y) = (498.939, -302.314)
6375 (x, y) = (489.027, -303.638)
6376 (x, y) = (495.36, -295.899)
6377 (x, y) = (498.868, -305.264)
6378 (x, y) = (508.365, -302.132)
6379 (x, y) = (499.485, -306.731)
6380 (x, y) = (499.706, -316.728)
6381 (x, y) = (509.703, -316.993)
6382 (x, y) = (507.293, -326.699)
6383 (x, y) = (507.072, -336.696)
6384 (x, y) = (497.185, -335.198)
6385 (x, y) = (488.794, -340.638)
6386 (x, y) = (498.769, -339.93)
6387 (x, y) = (503.329, -348.83)
6388 (x, y) = (500.239, -339.32)
6389 (x, y) = (496.158, -330.191)
6390 (x, y) = (486.383, -332.299)
6391 (x, y) = (492.438, -324.34)
6392 (x, y) = (485.136, -317.508)
6393 (x, y) = (495.048, -318.832)
6394 (x, y) = (502.41, -325.599)
6395 (x, y) = (496.215, -317.749)
6396 (x, y) = (486.835, -314.283)
6397 (x, y) = (488.986, -304.517)
6398 (x, y) = (496.917, -298.427)
6399 (x, y) = (495.112, -288.591)
6400 (x, y) = (485.113, -288.679)
6401 (x, y) = (495.081, -289.475)
6402 (x, y) = (489.903, -298.03)
6403 (x, y) = (492.74, -307.619)
6404 (x, y) = (487.487, -299.11)
6405 (x, y) = (486.559, -309.067)
6406 (x, y) = (490.067, -318.432)
6407 (x, y) = (483.202, -325.703)
6408 (x, y) = (476.666, -333.271)
6409 (x, y) = (480.747, -324.142)
6410 (x, y) = (485.385, -315.283)
6411 (x, y) = (483.58, -305.447)
6412 (x, y) = (473.599, -306.066)
6413 (x, y) = (476.521, -296.502)
6414 (x, y) = (481.924, -288.087)
6415 (x, y) = (490.117, -293.821)
6416 (x, y) = (500.103, -293.29)
6417 (x, y) = (503.444, -302.715)
6418 (x, y) = (507.444, -311.88)
6419 (x, y) = (512.238, -303.104)
6420 (x, y) = (502.89, -306.654)
6421 (x, y) = (498.568, -297.636)
6422 (x, y) = (488.599, -298.432)
6423 (x, y) = (488.202, -308.424)
6424 (x, y) = (482.651, -316.742)
6425 (x, y) = (472.751, -315.33)
6426 (x, y) = (474.555, -305.494)
6427 (x, y) = (465.407, -309.535)
6428 (x, y) = (463.778, -299.669)
6429 (x, y) = (468.099, -290.651)
6430 (x, y) = (475.279, -283.69)
6431 (x, y) = (478.115, -293.279)
6432 (x, y) = (472.491, -285.011)
6433 (x, y) = (475.581, -275.5)
6434 (x, y) = (485.337, -273.306)
6435 (x, y) = (475.957, -269.84)
6436 (x, y) = (485.242, -273.554)
6437 (x, y) = (491.155, -265.489)
6438 (x, y) = (494.161, -275.027)
6439 (x, y) = (502.872, -279.937)
6440 (x, y) = (503.359, -269.949)
6441 (x, y) = (510.78, -263.247)
6442 (x, y) = (502.202, -258.107)
6443 (x, y) = (508.671, -250.481)
6444 (x, y) = (505.164, -259.846)
6445 (x, y) = (508.672, -269.211)
6446 (x, y) = (518.647, -268.503)
6447 (x, y) = (526.789, -262.697)
6448 (x, y) = (526.656, -252.698)
6449 (x, y) = (517.619, -256.98)
6450 (x, y) = (507.644, -256.272)
6451 (x, y) = (516.643, -251.911)
6452 (x, y) = (522.768, -259.815)
6453 (x, y) = (513.244, -262.863)
6454 (x, y) = (518.422, -271.418)
6455 (x, y) = (513.784, -262.559)
6456 (x, y) = (507.87, -254.495)
6457 (x, y) = (502.246, -246.226)
6458 (x, y) = (494.369, -252.387)
6459 (x, y) = (484.792, -255.266)
6460 (x, y) = (479.614, -263.821)
6461 (x, y) = (489.608, -263.467)
6462 (x, y) = (499.561, -264.439)
6463 (x, y) = (509.461, -263.028)
6464 (x, y) = (505.461, -272.193)
6465 (x, y) = (497.268, -277.927)
6466 (x, y) = (490.088, -270.966)
6467 (x, y) = (499.498, -274.349)
6468 (x, y) = (489.508, -274.792)
6469 (x, y) = (498.977, -278.008)
6470 (x, y) = (490.266, -282.918)
6471 (x, y) = (491.895, -273.052)
6472 (x, y) = (487.179, -281.87)
6473 (x, y) = (477.235, -280.81)
6474 (x, y) = (469.994, -287.707)
6475 (x, y) = (470.481, -277.719)
6476 (x, y) = (470.879, -287.711)
6477 (x, y) = (463.699, -280.75)
6478 (x, y) = (473.474, -282.858)
6479 (x, y) = (471.065, -292.563)
6480 (x, y) = (462.105, -297.004)
6481 (x, y) = (471.515, -300.387)
6482 (x, y) = (465.818, -308.606)
6483 (x, y) = (465.774, -318.606)
6484 (x, y) = (469.116, -328.031)
6485 (x, y) = (464.874, -337.087)
6486 (x, y) = (462.896, -327.284)
6487 (x, y) = (462.145, -337.256)
6488 (x, y) = (469.626, -343.892)
6489 (x, y) = (478.585, -348.333)
6490 (x, y) = (474.667, -339.133)
6491 (x, y) = (465.484, -335.174)
6492 (x, y) = (462.059, -325.778)
6493 (x, y) = (452.433, -323.069)
6494 (x, y) = (458.057, -314.801)
6495 (x, y) = (448.677, -311.335)
6496 (x, y) = (438.941, -313.616)
6497 (x, y) = (439.604, -303.638)
6498 (x, y) = (432.242, -310.405)
6499 (x, y) = (440.384, -304.599)
6500 (x, y) = (445.637, -296.09)
6501 (x, y) = (436.288, -299.64)
6502 (x, y) = (427.62, -294.652)
6503 (x, y) = (429.511, -304.472)
6504 (x, y) = (437.389, -310.632)
6505 (x, y) = (439.884, -300.949)
6506 (x, y) = (441.076, -291.02)
6507 (x, y) = (442.618, -300.9)
6508 (x, y) = (451.33, -305.81)
6509 (x, y) = (441.753, -308.69)
6510 (x, y) = (435.489, -316.484)
6511 (x, y) = (434.473, -306.536)
6512 (x, y) = (438.714, -315.592)
6513 (x, y) = (445.956, -322.488)
6514 (x, y) = (452.492, -330.056)
6515 (x, y) = (442.524, -330.852)
6516 (x, y) = (448.437, -322.788)
6517 (x, y) = (458.349, -324.111)
6518 (x, y) = (462.591, -333.167)
6519 (x, y) = (468.361, -325)
6520 (x, y) = (458.361, -325.088)
6521 (x, y) = (451.561, -317.756)
6522 (x, y) = (446.69, -326.489)
6523 (x, y) = (436.746, -325.429)
6524 (x, y) = (429.817, -318.219)
6525 (x, y) = (439.628, -320.154)
6526 (x, y) = (429.694, -321.302)
6527 (x, y) = (439.675, -321.921)
6528 (x, y) = (448.429, -317.087)
6529 (x, y) = (446.365, -326.872)
6530 (x, y) = (452.698, -319.133)
6531 (x, y) = (461.773, -314.931)
6532 (x, y) = (458.767, -324.469)
6533 (x, y) = (452.572, -316.619)
6534 (x, y) = (444.749, -310.39)
6535 (x, y) = (435.198, -307.426)
6536 (x, y) = (425.286, -308.75)
6537 (x, y) = (419.022, -316.545)
6538 (x, y) = (409.947, -312.343)
6539 (x, y) = (415.932, -320.355)
6540 (x, y) = (412.095, -329.589)
6541 (x, y) = (402.127, -330.385)
6542 (x, y) = (396.213, -322.321)
6543 (x, y) = (403.078, -329.592)
6544 (x, y) = (393.082, -329.858)
6545 (x, y) = (399.066, -337.869)
6546 (x, y) = (389.686, -334.403)
6547 (x, y) = (391.49, -324.567)
6548 (x, y) = (393.728, -334.313)
6549 (x, y) = (403.279, -331.35)
6550 (x, y) = (409.815, -323.782)
6551 (x, y) = (400.346, -326.998)
6552 (x, y) = (410.22, -328.584)
6553 (x, y) = (420.195, -327.876)
6554 (x, y) = (410.5, -330.329)
6555 (x, y) = (416.414, -322.265)
6556 (x, y) = (426.348, -323.413)
6557 (x, y) = (417.957, -328.853)
6558 (x, y) = (409.037, -324.333)
6559 (x, y) = (404.088, -315.643)
6560 (x, y) = (408.33, -324.699)
6561 (x, y) = (414.455, -332.603)
6562 (x, y) = (423.167, -337.514)
6563 (x, y) = (415.627, -330.944)
6564 (x, y) = (407.049, -325.804)
6565 (x, y) = (400.994, -317.846)
6566 (x, y) = (404.994, -327.011)
6567 (x, y) = (409.075, -317.882)
6568 (x, y) = (404.049, -326.527)
6569 (x, y) = (413.232, -322.568)
6570 (x, y) = (405.81, -315.866)
6571 (x, y) = (407.353, -325.746)
6572 (x, y) = (411.674, -316.728)
6573 (x, y) = (421.486, -318.662)
6574 (x, y) = (429.14, -325.098)
6575 (x, y) = (423.226, -317.034)
6576 (x, y) = (418.201, -325.679)
6577 (x, y) = (427.957, -323.485)
6578 (x, y) = (425.633, -313.758)
6579 (x, y) = (427.956, -304.032)
6580 (x, y) = (421.972, -312.044)
